ABSB,0.08,6.21,6.72,-4.89,0.32,-13.1,1.59,-5.22,8.99,1.62,-4.85,3.63,5.12,-10.19,-10.44,4.43,19.18,-11.82,-1.43,8.43,9.57,0.2,2.17,2.91,4.96,5.75,-2.98,5.93,4.35,-2.28,4.25,8.69,-0.46,-0.98,-3.37,-2.25
ABBF,0.03,6.14,6.66,-4.96,0.26,-13.07,1.55,-5.27,8.95,1.57,-4.9,3.65,5.08,-10.25,-10.51,4.38,19.14,-11.81,-1.48,8.38,9.52,0.16,2.12,2.89,4.91,5.7,-3.02,5.88,4.3,-2.3,4.21,8.64,-0.5,-1.03,-3.41,-2.25
ABBA,0.35,4.92,4.31,-4.18,3.82,-8.78,-4.57,-4.53,6.58,-2.97,-4.5,14.45,2.84,-2.95,-8.43,7.21,24.24,-11.88,0.38,3.91,9.6,-3.86,1.72,-1.48,4.01,5.04,-6.91,6.01,3.77,-1.79,5.34,6.67,-0.11,0.34,-2.23,-2.12
ABCF,0.22,5.01,5.31,-4.12,3.43,-11.08,-1.65,-4.57,8.29,-1.47,-3.45,6.5,4.39,-6.34,-10.04,4.14,18.33,-9.47,1.62,5.42,10.33,-0.36,2.82,-0.47,4.5,5.35,-4.76,5.62,3.2,-2.01,4.18,5.63,-0.97,1,-2.01,-2.12
ABFI,0.36,3.53,3.65,-2.21,3.4,-8.42,-2.87,-3.69,8.36,-0.29,-2.43,8.13,4.01,-4.32,-6.96,3.76,17.12,-9.44,3.38,5.75,8.7,-2.64,2.4,-2.09,2.78,5.13,-6,6.17,2.97,-1.5,3.97,5.16,-0.98,1.14,-2.27,-1.65
ABEI,0.17,2.93,0.84,2.55,3.36,0.47,2.36,4.89,-1.21,-0.81,1.89,0.79,1.82,-0.81,0.78,3.06,19.45,-10.32,0.22,3.59,-2.69,-3.16,-1.22,-0.2,2.93,3.03,-1.78,2.79,-2.07,-2.26,3.05,-1.12,-2.17,-2.34,-3.45,0.8
ABFF,0.62,5.28,10.08,-7.56,-0.27,-15.6,4.67,-7.45,11.39,4.11,-6.71,-1.71,5.45,-11.65,-15.96,0.95,18.61,-13.81,-3.19,8.93,14.37,1.49,2.28,2.8,4.13,6.57,-3.8,4.64,3.87,-4.38,5.63,8.6,-1.17,-2.18,-5.4,-2.12
ABFCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABSA,-0.1,7.24,7.82,-5.12,-1.63,-15.82,5.23,-5.77,10.03,3.15,-7.27,1.12,5.55,-14.72,-14.5,3.59,20.17,-13.65,-4.92,11.16,10.19,3.76,0.95,5.04,6.99,6.62,-2.02,5.85,5.81,-3.3,4.05,11.19,-0.71,-3.21,-4.23,-2.16
ABDB,2.41,0.7,0.69,0.69,3.11,0.94,1.43,2.02,0.01,-1.15,-1.55,1.73,6.84,-1.06,9.06,4.41,15.37,-4.04,-0.01,2.51,-2.68,-3.12,-0.32,-0.12,4.35,2.68,-1.67,2.9,-0.83,-1.58,3.63,-0.37,-1.05,0.13,-2.29,0.77
ABSG,-0.37,9.86,8.88,-6.83,3.98,-19.08,6.64,-5.18,9.77,1.44,-8.44,-2.88,3.78,-13.19,-16.8,2.71,16.87,-11.31,-4.23,7.53,10.41,2.22,1.19,2.54,5.62,5.47,-1.17,4.8,5.62,-3.19,4.06,9.86,-1.19,-3.92,-3.95,-3.16
ABSC,0.46,3.51,4.07,-2.27,3.4,-8.07,-2.86,-3.64,8.71,-0.38,-2.3,8.68,4.11,-4.25,-6.53,3.99,17.48,-8.98,3.79,5.94,9.32,-2.49,2.12,-1.73,3.01,5.17,-5.56,6.3,3.09,-1.16,4.09,5.4,-0.65,1.28,-2.11,-1.38
ABIB,-0.1,3.56,3.97,-2.46,3.02,-9.78,-2.38,-3.86,7.72,-0.54,-2.44,12.28,4.74,-4.47,-6.73,3.94,16.32,-9.95,1.94,6.4,9.58,-2.17,3.01,-1.28,3.01,5.51,-5.81,6.11,3.34,-1.55,4.38,6.06,-0.76,1.06,-1.88,-1.8
ABST,-1.19,0.93,1.2,-2.72,2.03,-8.64,0.81,-3.74,8.49,-1.7,-9.43,-0.71,6.71,-15.86,-4.01,-5.18,10.43,-8.36,-7.19,3.41,6.43,-2.15,0.99,5,5.59,3.46,-1.71,3.11,4.89,-3.35,5.21,5.84,-1.28,-5.52,-6.26,-2.39
ABIF,-1.24,0.88,1.14,-2.77,1.98,-8.69,0.78,-3.79,8.44,-1.75,-9.5,-0.64,6.67,-15.91,-4.05,-5.24,10.35,-8.34,-7.24,3.35,6.37,-2.2,0.93,4.99,5.54,3.41,-1.75,3.06,4.84,-3.39,5.17,5.85,-1.32,-5.59,-6.32,-2.38
ABOF,-1.59,3.69,2.51,-4.7,3.88,-8.84,1.98,-2.11,4.39,-0.68,-5.51,-5.42,3.93,-5.08,-8.87,-0.39,16.17,-6.78,-5.33,6.63,-1.14,-3.14,0.4,2.74,6.91,2.46,-2.95,4.08,0.87,-0.95,3.59,2.06,1.26,-5.78,-1.16,-2.62
AMC3,-0.22,4.57,5.56,-3.96,2.62,-11.55,-0.65,-4.65,7.99,-0.91,-5.18,7.63,5.78,-6.4,-9.34,4.19,19.36,-10.92,0.36,5.98,9.46,-0.75,3.95,0.55,5.11,5.1,-4.4,5.3,4.1,-1.93,4.38,7.64,-0.39,-0.81,-2.98,-1.8
AMC4,-0.44,4.84,5.89,-4.47,2.67,-12.02,-0.22,-4.64,7.83,-1.05,-5.52,8.09,6.04,-7.07,-10,4.42,19.73,-11.04,-0.11,8.06,12.05,-2.63,-0.53,0.7,5.46,5.04,-4.12,5.1,4.37,-2.35,4.33,8.2,-0.37,-1.29,-3.26,-1.84
AMC5,-0.48,4.93,6.24,-4.85,2.6,-12.74,0.2,-4.88,7.57,-0.94,-6.32,7.49,6.23,-7.77,-10.48,4.22,19.88,-10.97,-0.96,6.19,9.38,-0.37,3.55,1.54,6.02,4.99,-3.78,4.9,4.55,-2.36,4.38,8.75,-0.31,-1.74,-3.5,-1.96
AMC6,-0.9,5.21,6.72,-5.34,2.54,-13.6,1.22,-5.18,8.54,-0.99,-6.93,6.56,6.25,-8.83,-12.25,3.58,19.74,-11.23,-1.6,6.44,8.98,0.38,3.77,2.38,6.67,4.97,-3.19,4.59,4.71,-2.4,4.23,9.23,-0.33,-2.47,-3.77,-1.98
AMC7,-1.06,5.4,7.21,-5.69,2.56,-14.28,1.74,-5.6,8.01,-0.84,-7.45,5.77,6.91,-10.08,-13.33,3.02,19.44,-10.77,-2.78,6.99,9.03,2.31,3.85,2.88,7.2,4.97,-2.56,4.35,4.92,-2.41,4.11,9.74,-0.35,-3.05,-4.07,-2.09
AMFCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92,-4.33,0
ABMM,0.41,3.56,4.17,-2.16,3.39,-8.15,-2.86,-3.67,8.79,-0.25,-2.38,8.51,3.96,-4.27,-6.53,3.81,17.19,-8.94,3.44,5.81,9.22,-2.55,2.48,-1.64,2.87,5.23,-5.63,6.28,3.06,-1.2,4.06,5.27,-0.66,1.25,-2.15,-1.36
ABPS,-0.36,0.25,0.96,0.15,0.66,-0.69,0.31,1.21,-0.75,-0.29,1.41,1.3,-0.01,0.81,1.3,-2.18,1.35,-2.89,0.93,-0.2,0.88,-0.61,1.07,-0.74,-0.09,-0.47,0.15,1.08,-0.11,0.77,-0.08,-0.76,-0.12,0.13,-0.04,0.76
ABPE,-0.42,9.94,8.09,-4.97,0.92,-18.91,0.85,-9.7,1.07,-6.29,-10.8,23.75,12.57,-7.22,-14.68,11.34,22.78,-11.12,0.52,8.66,10.77,-6.09,-1.37,4.13,5.28,6.46,-4.33,5.95,3.43,-1.55,9.1,8.66,0.41,-1.75,-1.46,-1.76
ABPF,-0.25,6.82,8.72,-7.21,2.81,-16,3.61,-6.11,10.23,1.41,-7.11,1.79,5.88,-9.07,-11.07,2.95,17.33,-10.43,-1.01,6.48,9.7,-0.08,1.95,1.65,5.39,5.56,-2.46,4.65,4.83,-2.81,4.82,8.76,-1.1,-2.66,-2.9,-2.68
ABRF,1,9.54,6.88,-3.06,-1.41,-10.96,6.53,-2.25,9.88,4.67,-7.13,-2.45,4.33,-17.16,-14.4,0.72,17.8,-13.34,-6.81,15.3,10.52,8.9,-1.26,7.67,6.56,4.72,-1.17,8.78,5.58,-5.1,4.3,11.83,-1.06,-5.34,-6.45,-0.7
ASEF,-0.75,7.8,8.95,-4.88,-1.02,-15.49,4.64,-5.38,9.23,1.63,-7.25,3.92,6.85,-13.32,-14.32,5.5,20.94,-13.59,-4.18,11.59,12.73,2.11,2.88,5.56,6.52,6.67,-2.12,4.85,5.83,-3.06,5.3,11.35,-0.6,-3.24,-5.06,-1.01
ABUD,0.4,-0.58,-0.27,0.31,3.76,-0.26,0.59,0.75,0.14,-0.58,0.13,1.33,8.18,2.22,12.48,3.21,8.05,-2.01,1.09,-1.34,-2.57,-9.06,-1.35,-0.28,1.77,0.93,-2.71,1.26,2.1,0.82,5.93,-0.6,-1.09,5.27,-2.88,-0.72
MADB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,7.75,-0.68,-0.04,-3.22,0
MARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISBF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGBF,-0.55,3.28,5.88,-1.37,1.26,-12.63,1.88,-3.53,8.16,0.13,-8.09,5.8,4.49,-7.16,-8.2,3.83,19.68,-9.61,-4.3,7.88,7,3.58,0.17,2.44,5.84,4.62,-2.54,5.66,3.56,-1.71,3.98,6.59,0.68,-0.84,-2.75,-2.16
AGBD,0.37,4.62,4.18,-3.49,3.69,-8.59,-3.79,-4.14,7.35,-2.07,-3.86,13.06,4.03,-3.49,-7.5,6.02,19.81,-9.79,2.34,5.34,9.27,-3.18,2.17,-1.63,3.75,5.2,-6.49,6.27,3.44,-1.28,5.4,6.48,-0.22,0.56,-1.85,-2.03
AGEF,-1.26,4.96,7.97,-1.8,-0.83,-17.97,5.56,-4.4,10.69,2.14,-10.38,4.18,4.35,-11.96,-12.89,3.48,21,-11.36,-6.1,10.27,6.74,6.86,-0.94,4.88,7.07,4.53,-0.67,5.37,4.6,-2.49,3.59,9.05,0.36,-2.55,-2.27,-1.72
AGMF,0.4,3.57,4.16,-2.16,3.47,-8.08,-2.85,-3.65,8.83,-0.23,-2.36,8.55,4.01,-4.23,-6.51,3.8,17.17,-8.95,3.44,5.81,9.23,-2.52,2.52,-1.6,2.92,5.27,-5.6,6.3,3.09,-1.18,4.09,5.31,-0.61,1.29,-2.13,-1.37
AGOF,0.29,2.99,3.79,-0.41,3.46,-9.22,-3.51,-3.08,8.09,0.14,-2.74,9.29,4.24,-2.89,-5.79,4.89,17.18,-8.56,3.25,5.24,7.49,-0.98,1.28,-2.34,2.94,5.2,-5.19,6.14,2.95,-1.29,3.92,4.8,0.25,1.65,-1.49,-1.95
AGSF,-0.08,2.53,4.47,-0.79,2.85,-8.66,-1.7,-2.67,7.45,-0.5,-4.65,7.98,4.18,-3.6,-4.82,4.49,18.53,-8.98,-0.66,6.39,7.18,0.08,1.54,-0.05,4.19,4.84,-4.96,5.25,2.5,-0.6,4.08,4.22,0.34,1.35,-2.18,-1.32
AGOE,-1.6,2.26,2.79,-2.65,2.19,-3.73,-0.18,-0.12,6.5,-3.6,-9.58,-2.36,4.14,-9.47,-3.95,-1.55,16.36,-6.57,-10.55,6.02,13.77,0.93,2.02,6.38,5,6.48,-6.15,1.54,6.27,-1.82,3.78,5.11,1.31,-5.54,-7.18,-1.52
AGGF,-1.4,0.27,1.66,0.96,2.87,1.1,-0.83,2.06,4.15,-3.89,-5.23,-0.45,3.49,-2.53,3.19,2.2,17.58,-6.44,-8.44,4.62,8.57,-0.33,2.52,2.08,5.14,3.35,-5.49,0.98,2.05,1.18,3.23,2.05,1.22,-1.94,-5.56,-0.59
AGOO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,0.56,-3.96,0
AEBF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79,17.01,10.9,6.68,-0.72,4.95,6.04,6.06,-2.09,7.9,5.54,-5.74,3.93,12.42,-1.1,-4.53,-5.98,0
MACF,0,0,0,0,0,0,0,-4.14,8.03,-0.31,-4.19,7.85,4.22,-5.86,-6.87,4.01,17.41,-8.84,-0.03,7.26,8.1,-1.07,2.09,0.02,3.71,4.8,-4.88,5.05,3.24,-1.03,4.24,5.06,-0.3,0.79,-2.26,0
MAFG,0,0,0,0,0,0,0,-5.44,9.21,1.13,-7.55,2.36,4.94,-10.31,-13.01,4,18.39,-12.12,-3.42,10.73,9.37,3.3,1.21,5.16,5.27,4.97,-1.82,5.49,5.01,-3.23,4.66,10.47,-0.9,-3.86,-4.72,0
MAPF,0,0,0,0,0,0,0,-5.24,8.37,0.98,-5.85,3.54,4.48,-9.04,-10.06,4.19,18.86,-9.67,-2.27,8,8.24,0.98,0.33,2.7,4.46,4.96,-2.9,5.32,4.31,-1.92,4.44,7.19,-0.21,-1.21,-3,0
NRFB,-0.01,5.89,8.03,-5.98,0.48,-13.9,2.44,-5.11,7.7,0.32,-7.15,4.19,6.21,-12.38,-13.65,2.72,19.4,-11.76,-3.39,9.36,10.16,1.31,1.16,4.35,6.24,6.21,-3.39,5.37,5.32,-3.56,5.36,9.45,-0.1,-2.71,-4.73,-1.59
FFCA,0.19,4.76,5.18,-3.88,2.33,-9.76,-1.04,-3.9,7.3,-0.12,-4.13,7.15,4.96,-6.72,-9.09,3.75,17.99,-9.9,0.4,6.78,8.56,-1.31,1.59,1.06,4.43,5.58,-5.02,5.61,3.88,-2.09,4.9,6.94,-0.6,-0.62,-3.14,-1.38
NRFF,-0.16,4.49,4.61,-4.55,1.47,-7.42,0.89,-2.04,5.18,0.97,-5.42,-0.73,5.27,-9.81,-8.46,0.99,15.48,-8.56,-3.62,4.37,5.17,-0.16,-0.85,4.36,5.93,5.04,-3.46,3.66,3.55,-2.02,6,5.45,-0.04,-3.01,-4.59,-1.65
FEWS,-0.07,6.2,9.77,-7.03,-0.47,-16.59,4.41,-6.01,9.71,1.18,-8.18,2.84,6.09,-15.3,-17.22,1.52,20.77,-13.69,-5.44,12.53,11.99,4.2,1.75,5.41,7.13,6.61,-2.66,5.88,6.44,-4.47,4.75,11.39,-0.04,-3.37,-5.48,-1.75
IPFF,0,5.76,7.48,-5.53,0.89,-12.87,1.6,-4.77,7.58,0.27,-6.38,4.99,5.87,-10.78,-12.19,3.01,18.76,-11.05,-2.16,8.41,9.56,0.42,1.25,3.26,5.64,5.95,-3.85,5.47,4.94,-3.16,5.18,8.79,-0.2,-2.23,-4.26,-1.52
CMBF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTFF,-1.46,2.16,-0.23,0.54,2.91,-3.71,1.2,1.21,2.08,-0.31,-3.87,0.69,4.45,1.14,5.11,3.03,11.09,-4.08,-0.84,1.89,-2.23,-4.45,-0.47,-0.83,2.73,2.64,-3.2,1.02,1.46,0.66,3.99,1.63,-0.21,2.17,-1.98,-1.02
MAPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02,-2.69,-1.67,-0.84,3.67,6.32,-3.82,5.71,4.09,-3.08,4.59,7.64,-0.31,-0.83,-2.7,0
MAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.68,0.99,-2.43,0
ACCA,0.13,4.43,5.19,-3.47,2.29,-10.73,-0.58,-3.8,7.63,-0.18,-4.26,6.16,4.94,-6.41,-8.41,3.93,17.74,-10.34,0.83,6.32,9.27,-1.7,1.99,-0.06,4.55,5.7,-4.53,5.59,3.87,-2.31,4.72,6.68,-0.49,-0.46,-2.64,-1.97
AMGA,-0.6,5.4,7.19,-5.37,0.77,-14.54,2.98,-4.88,7.94,-0.31,-7.82,4.18,6.51,-11.66,-14.41,3.14,19.59,-12.12,-3.25,8.18,9.97,0.52,1.43,4.2,6.82,6.07,-2.92,5.05,5.5,-3.26,5.35,9.54,-0.52,-3.24,-3.53,-2.15
AMCA,-0.43,5.35,6.79,-5.02,1.02,-13.51,2.21,-4.66,7.82,-0.12,-7,4.61,6.06,-10.6,-13.01,3.2,18.72,-11.48,-2.19,7.51,9.84,-0.14,1.65,2.8,6.07,5.97,-3.39,5.16,4.97,-2.9,5.14,8.62,-0.46,-2.22,-3.3,-2.19
MASA,-0.86,4.82,7.01,-5.48,1.48,-13.55,2.96,-4.68,9.2,0.9,-7.15,1.03,4.05,-11.5,-13.29,2.85,18.44,-10.99,-3.51,9.32,10.29,1.67,1.48,3.93,5.13,5.57,-2.51,4.55,5.26,-2.55,4.71,9.63,-0.54,-3.29,-4.85,-1.97
MAFC,0.28,4.43,4.99,-3.45,2.88,-10.57,-1.03,-4.34,8.33,0.19,-3.91,5.83,3.97,-6.75,-8.83,3.89,17.99,-9.85,1.11,7.14,9.09,-1.26,1.71,1.2,3.94,5.36,-4.68,5.28,3.85,-1.8,4.66,6.69,-0.53,-1.05,-3.49,-1.79
MASM,-0.48,4.84,6.91,-4.88,2.17,-12.62,1.57,-5.16,9.11,1.06,-6.52,1.78,3.93,-10.92,-11.5,3.55,18.31,-10.68,-1.94,8.71,10.09,0.74,1.56,3.2,4.8,5.49,-3.12,4.93,4.79,-2.39,4.74,8.64,-0.45,-2.64,-4.39,-1.87
ACPF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,5.34,8.71,-3.26,2.3,-0.53,2.42,5.12,-5.54,6.21,2.98,-1.2,4.11,5.55,-0.87,1.27,-2.12,0
AEIF,0,0,0,-2.2,3.34,-8.18,-2.91,-4.14,8.71,-0.43,-2.77,9.48,4.28,-4.67,-6.85,4.55,17.9,-9.05,2.9,5.54,9.92,-3.11,1.81,-1.08,3.08,4.98,-5.47,6.31,2.8,-1.26,4.67,5.8,-0.27,1,-2.27,0
ARIF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5.54,9.49,-2.5,1.91,-1.02,3.01,5.04,-5.67,5.75,3.12,-2.08,4.39,5.3,0.25,0.54,-2.53,0
MADE,0.96,5.54,6.49,-4.21,1.11,-10.94,-2.5,-3.79,6.07,2.33,-3.77,5.67,2.02,-5.33,-7.88,4.74,18.61,-13.97,1.95,8.06,9.66,-0.99,-1.66,-0.5,3.59,5.63,-4.04,5.32,3.52,-2.73,3.23,5.12,-1.62,-1.55,-2.77,-1.53
MADY,1.07,5.62,6.77,-5.15,-0.13,-8.4,-1.42,-4.54,4.38,5.49,-5.64,3.96,0.01,-7.6,-10.14,4.12,16.61,-16.96,2.07,10.17,9.63,2.51,-3.87,1.44,3.45,4.18,-2.12,4.91,4.03,-4.78,2.84,4.64,-2.2,-4.32,-3.14,-1.45
AYEFA3,0.56,5.56,7.23,-5.75,-0.75,-15.59,2.97,-6.59,8.64,-0.84,-8.96,7.73,6.81,-8.55,-12.98,5.19,20.52,-13.21,-5.85,11.08,12.96,1.81,2.8,5.63,8.12,6.67,-2.8,5.45,6.92,-2.35,4.74,11.03,-0.27,-3.64,-3.93,-1.26
MBMF,-0.02,4.75,6.56,-3.68,1.56,-12.4,0.49,-5.02,9.19,1.17,-6.12,7.03,4.45,-8.9,-10.65,2.75,19.42,-10.88,-1.91,9.6,10.41,1.63,1.23,2.09,4.69,5.62,-3.31,6.11,4.54,-2.36,4.55,7.93,-0.91,-0.87,-3.47,-1.91
MBAB,0,0,0,-4.16,2.97,-10.85,-1.26,-3.62,8.79,0.05,-3.38,6.06,4.65,-7.58,-7.97,3.25,18.63,-10.65,-0.28,7.23,9.49,-0.65,1.24,0.3,4.11,5.41,-4.26,6.16,4.03,-2.43,3.98,6.46,-0.87,-1.1,-3.63,0
MBMO,0,0,0,-4.8,1.68,-12.53,1.71,-5.28,9.07,0.84,-6.15,4.18,4.74,-9.63,-11.9,2.85,18.65,-10.29,-3.33,8.74,8.74,1.95,0.2,2.5,4.63,5.28,-3.24,5.33,4.64,-2.16,4.52,7.02,-0.53,-1.78,-3.27,0
MBWO,0,0,0,-5.3,2.32,-14.58,1.92,-5.44,7.84,0.42,-7.04,0.69,4.95,-10.1,-8.92,1.79,16.66,-11.9,-4.57,8.01,9.73,3.89,0.95,4.77,6.17,6.09,-3.21,5.09,5.67,-3.02,4.81,7.23,-0.05,-3.95,-4.03,0
BIPINF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIPS40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,16.86,-14,-7.93,17.88,8.93,7.82,-2.01,7.92,5.35,3.79,0.51,8.96,5.28,-5.38,3.65,12.91,-1.56,-4.92,-5.7,0
BJBA2,0,0,0,-2.5,3.52,-8.52,-4.06,-4.41,8.02,-1.71,-3.96,11.06,4.09,-3.72,-7.07,5.26,20.48,-10.57,1.91,4.79,9.92,-3.37,2.02,-2.33,4.07,5.36,-5.65,6.17,3.53,-1.92,5.27,6.29,-0.04,0.86,-2.11,0
BCEA2,0,0,0,-3.26,0.22,-12.29,3.2,-5.46,10.34,1.22,-7.86,1.81,5.99,-13.03,-13.82,1.65,17.09,-13.3,-4.01,10.53,10.11,1.91,1.25,4.21,5.76,5.66,-2.68,4.3,5.65,-3.2,4.47,9.08,-1.64,-2.49,-4.36,0
BIFA2,0,0,0,-2.48,3.56,-8.35,-2.54,-3.67,7.82,-0.68,-2.89,9.59,5.44,-4.38,-7.27,4.52,18.07,-9.5,3.12,6.14,8.7,-2.82,1.93,-1.78,3.43,5.2,-5.19,5.7,3.34,-1.49,5.18,5.04,-0.52,1.52,-2.01,0
BJPA2,0,0,0,-2.42,2.55,-17.29,1.42,-7.28,3.01,-5.42,-8.94,20.7,11.95,-6.53,-11.01,10.32,22.36,-12.04,1.38,6.83,12.13,-6.19,2,2.88,5.2,6.1,-5.05,6.21,3.87,-1.76,8.25,8.22,0.19,-0.82,-1.47,0
BPFA2,0,0,0,-2.85,1.66,-11.83,0.62,-4.67,9.74,0.39,-5.37,5.59,5.96,-9.58,-9.94,2.24,17.27,-11.37,-0.91,7.6,9.78,-0.82,1.48,1.73,4.85,5.17,-4.09,4.72,4.58,-1.96,4.92,7.24,-0.95,-1.18,-3.08,0
MBAS,0.19,6.95,9.11,-5.96,3.81,-17.15,0.94,-2.1,11.07,3.68,-6.43,-1.57,1.04,-9.4,-6.28,-0.89,16.21,-6.81,-6.75,7.6,7.13,3.07,1.14,4.77,8.22,5.97,-1.18,5.13,7.75,-2.09,4.32,8.15,0.24,-2.91,-2.86,0.83
